location_id,location_name,date,session,wind_speed_kn,gust_kn,wind_direction_deg,month,year
LOC01,Cumbuco,2023-02-07,allday,14.1,17.7,90,2,2023
LOC01,Cumbuco,2023-02-08,allday,22.0,,180,2,2023
LOC01,Cumbuco,2023-02-09,allday,17.0,26.1,135,2,2023
LOC01,Cumbuco,2023-02-11,allday,20.4,24.5,315,2,2023
LOC01,Cumbuco,2023-02-12,allday,19.7,26.5,270,2,2023
LOC01,Cumbuco,2023-02-13,allday,19.1,22.2,315,2,2023
LOC01,Cumbuco,2023-02-14,allday,15.6,17.4,135,2,2023
LOC01,Cumbuco,2023-02-15,allday,17.8,19.6,90,2,2023
LOC01,Cumbuco,2023-02-16,allday,18.6,22.3,180,2,2023
LOC01,Cumbuco,2023-02-17,allday,23.2,32.0,90,2,2023
LOC01,Cumbuco,2023-02-18,allday,20.0,25.4,180,2,2023
LOC01,Cumbuco,2023-02-19,allday,21.0,24.3,180,2,2023
LOC01,Cumbuco,2023-02-20,allday,14.7,18.7,180,2,2023
LOC01,Cumbuco,2023-02-21,allday,21.0,25.6,45,2,2023
LOC01,Cumbuco,2023-02-22,allday,18.9,22.0,270,2,2023
LOC01,Cumbuco,2023-02-23,allday,18.0,20.1,135,2,2023
LOC01,Cumbuco,2023-02-24,allday,21.8,28.0,225,2,2023
LOC01,Cumbuco,2023-02-25,allday,23.1,30.7,135,2,2023
LOC01,Cumbuco,2023-02-26,allday,22.8,30.7,0,2,2023
LOC01,Cumbuco,2023-02-27,allday,17.5,19.7,315,2,2023
LOC01,Cumbuco,2023-02-28,allday,19.1,24.9,315,2,2023
LOC01,Cumbuco,2023-03-01,allday,21.0,25.8,0,3,2023
LOC01,Cumbuco,2023-03-03,allday,17.0,25.3,315,3,2023
LOC01,Cumbuco,2023-03-04,allday,17.0,27.1,90,3,2023
LOC01,Cumbuco,2023-03-06,allday,20.0,,180,3,2023
LOC01,Cumbuco,2023-03-07,allday,16.4,18.5,45,3,2023
LOC01,Cumbuco,2023-03-08,allday,31.7,43.4,315,3,2023
LOC01,Cumbuco,2023-03-09,allday,24.1,28.2,225,3,2023
LOC01,Cumbuco,2023-03-10,allday,19.8,25.1,270,3,2023
LOC01,Cumbuco,2023-03-11,allday,23.0,27.4,90,3,2023
LOC01,Cumbuco,2023-03-13,allday,18.1,24.5,315,3,2023
LOC01,Cumbuco,2023-03-14,allday,21.1,24.4,45,3,2023
LOC01,Cumbuco,2023-03-15,allday,24.6,34.0,135,3,2023
LOC01,Cumbuco,2023-03-16,allday,17.0,26.5,225,3,2023
LOC01,Cumbuco,2023-03-17,allday,27.0,27.9,315,3,2023
LOC01,Cumbuco,2023-03-18,allday,12.1,16.0,135,3,2023
LOC01,Cumbuco,2023-03-19,allday,22.0,27.0,135,3,2023
LOC01,Cumbuco,2023-03-20,allday,20.2,25.1,315,3,2023
LOC01,Cumbuco,2023-03-21,allday,19.1,26.4,45,3,2023
LOC01,Cumbuco,2023-03-22,allday,17.0,23.7,0,3,2023
LOC01,Cumbuco,2023-03-23,allday,13.0,,0,3,2023
LOC01,Cumbuco,2023-03-24,allday,19.3,21.8,90,3,2023
LOC01,Cumbuco,2023-03-25,allday,22.0,23.7,270,3,2023
LOC01,Cumbuco,2023-03-26,allday,,29.8,45,3,2023
LOC01,Cumbuco,2023-03-27,allday,18.4,23.4,225,3,2023
LOC01,Cumbuco,2023-03-28,allday,17.7,23.0,45,3,2023
LOC01,Cumbuco,2023-03-29,allday,17.0,24.5,90,3,2023
LOC01,Cumbuco,2023-03-30,allday,22.7,30.1,270,3,2023
LOC01,Cumbuco,2023-03-31,allday,21.0,24.6,270,3,2023
LOC01,Cumbuco,2023-04-01,allday,17.0,24.6,180,4,2023
LOC01,Cumbuco,2023-04-02,allday,21.6,28.6,45,4,2023
LOC01,Cumbuco,2023-04-03,allday,20.3,24.3,270,4,2023
LOC01,Cumbuco,2023-04-04,allday,22.0,26.5,45,4,2023
LOC01,Cumbuco,2023-04-05,allday,17.9,24.3,225,4,2023
LOC01,Cumbuco,2023-04-07,allday,18.8,23.4,180,4,2023
LOC01,Cumbuco,2023-04-08,allday,15.6,,315,4,2023
LOC01,Cumbuco,2023-04-09,allday,20.9,28.1,270,4,2023
LOC01,Cumbuco,2023-04-11,allday,17.0,26.9,180,4,2023
LOC01,Cumbuco,2023-04-12,allday,19.3,26.7,315,4,2023
LOC01,Cumbuco,2023-04-13,allday,15.8,18.5,180,4,2023
LOC01,Cumbuco,2023-04-14,allday,18.7,23.6,270,4,2023
LOC01,Cumbuco,2023-04-15,allday,19.0,,225,4,2023
LOC01,Cumbuco,2023-04-16,allday,17.6,19.9,0,4,2023
LOC01,Cumbuco,2023-04-17,allday,19.5,24.2,270,4,2023
LOC01,Cumbuco,2023-04-18,allday,21.2,29.2,270,4,2023
LOC01,Cumbuco,2023-04-19,allday,25.7,32.3,135,4,2023
LOC01,Cumbuco,2023-04-20,allday,20.5,,0,4,2023
LOC01,Cumbuco,2023-04-21,allday,17.0,24.9,90,4,2023
LOC01,Cumbuco,2023-04-22,allday,19.8,22.0,270,4,2023
LOC01,Cumbuco,2023-04-23,allday,14.2,18.8,180,4,2023
LOC01,Cumbuco,2023-04-24,allday,17.0,22.7,315,4,2023
LOC01,Cumbuco,2023-04-25,allday,17.0,24.0,225,4,2023
LOC01,Cumbuco,2023-04-26,allday,20.2,24.1,90,4,2023
LOC01,Cumbuco,2023-04-27,allday,27.0,33.6,270,4,2023
LOC01,Cumbuco,2023-04-28,allday,19.4,23.0,315,4,2023
LOC01,Cumbuco,2023-04-29,allday,17.0,24.2,90,4,2023
LOC01,Cumbuco,2023-04-30,allday,19.9,,315,4,2023
LOC01,Cumbuco,2023-05-01,allday,16.5,20.9,315,5,2023
LOC01,Cumbuco,2023-05-02,allday,22.0,29.6,315,5,2023
LOC01,Cumbuco,2023-05-03,allday,16.7,21.7,315,5,2023
LOC01,Cumbuco,2023-05-04,allday,22.4,25.8,270,5,2023
LOC01,Cumbuco,2023-05-05,allday,20.0,23.9,90,5,2023
LOC01,Cumbuco,2023-05-06,allday,17.3,24.2,0,5,2023
LOC01,Cumbuco,2023-05-07,allday,21.9,27.1,90,5,2023
LOC01,Cumbuco,2023-05-08,allday,13.0,,225,5,2023
LOC01,Cumbuco,2023-05-10,allday,26.6,33.6,225,5,2023
LOC01,Cumbuco,2023-05-11,allday,17.0,,315,5,2023
LOC01,Cumbuco,2023-05-12,allday,18.3,24.9,90,5,2023
LOC01,Cumbuco,2023-05-13,allday,20.3,26.8,180,5,2023
LOC01,Cumbuco,2023-05-14,allday,18.5,,90,5,2023
LOC01,Cumbuco,2023-05-15,allday,13.0,17.2,315,5,2023
LOC01,Cumbuco,2023-05-16,allday,20.2,26.9,270,5,2023
LOC01,Cumbuco,2023-05-17,allday,16.8,20.2,315,5,2023
LOC01,Cumbuco,2023-05-18,allday,21.4,24.4,45,5,2023
LOC01,Cumbuco,2023-05-19,allday,17.2,22.2,180,5,2023
LOC01,Cumbuco,2023-05-20,allday,24.7,32.6,135,5,2023
LOC01,Cumbuco,2023-05-21,allday,17.7,,45,5,2023
LOC01,Cumbuco,2023-05-22,allday,19.0,23.0,270,5,2023
LOC01,Cumbuco,2023-05-23,allday,22.4,26.4,0,5,2023
LOC01,Cumbuco,2023-05-24,allday,16.3,21.4,270,5,2023
LOC01,Cumbuco,2023-05-25,allday,20.7,28.8,135,5,2023
LOC01,Cumbuco,2023-05-26,allday,23.9,26.7,135,5,2023
LOC01,Cumbuco,2023-05-27,allday,15.2,16.8,45,5,2023
LOC01,Cumbuco,2023-05-28,allday,20.6,27.3,90,5,2023
LOC01,Cumbuco,2023-05-29,allday,20.8,24.5,45,5,2023
LOC01,Cumbuco,2023-05-30,allday,22.3,25.6,225,5,2023
LOC01,Cumbuco,2023-05-31,allday,16.3,18.2,135,5,2023
LOC01,Cumbuco,2023-06-01,allday,13.0,19.1,135,6,2023
LOC01,Cumbuco,2023-06-03,allday,17.0,,225,6,2023
LOC01,Cumbuco,2023-06-04,allday,19.1,21.9,270,6,2023
LOC01,Cumbuco,2023-06-05,allday,,24.3,0,6,2023
LOC01,Cumbuco,2023-06-06,allday,21.0,24.4,45,6,2023
LOC01,Cumbuco,2023-06-07,allday,18.0,24.8,0,6,2023
LOC01,Cumbuco,2023-06-09,allday,17.0,28.8,225,6,2023
LOC01,Cumbuco,2023-06-10,allday,17.9,20.4,135,6,2023
LOC01,Cumbuco,2023-06-11,allday,25.6,35.6,225,6,2023
LOC01,Cumbuco,2023-06-12,allday,,24.1,0,6,2023
LOC01,Cumbuco,2023-06-13,allday,16.4,,180,6,2023
LOC01,Cumbuco,2023-06-14,allday,22.0,29.5,45,6,2023
LOC01,Cumbuco,2023-06-15,allday,17.1,20.7,270,6,2023
LOC01,Cumbuco,2023-06-16,allday,22.4,30.1,315,6,2023
LOC01,Cumbuco,2023-06-17,allday,,32.4,90,6,2023
LOC01,Cumbuco,2023-06-18,allday,17.5,24.0,135,6,2023
LOC01,Cumbuco,2023-06-19,allday,22.0,,270,6,2023
LOC01,Cumbuco,2023-06-20,allday,21.2,28.3,270,6,2023
LOC01,Cumbuco,2023-06-21,allday,22.5,24.9,90,6,2023
LOC01,Cumbuco,2023-06-22,allday,25.7,35.8,135,6,2023
LOC01,Cumbuco,2023-06-23,allday,19.3,26.6,225,6,2023
LOC01,Cumbuco,2023-06-24,allday,17.7,24.5,225,6,2023
LOC01,Cumbuco,2023-06-25,allday,17.3,,90,6,2023
LOC01,Cumbuco,2023-06-26,allday,17.6,21.2,90,6,2023
LOC01,Cumbuco,2023-06-27,allday,19.8,26.8,45,6,2023
LOC01,Cumbuco,2023-06-28,allday,21.0,25.0,225,6,2023
LOC01,Cumbuco,2023-06-29,allday,20.8,24.3,225,6,2023
LOC01,Cumbuco,2023-06-30,allday,22.5,31.2,0,6,2023
LOC01,Cumbuco,2023-07-02,allday,24.4,31.5,90,7,2023
LOC01,Cumbuco,2023-07-03,allday,19.2,22.3,180,7,2023
LOC01,Cumbuco,2023-07-04,allday,31.0,39.2,270,7,2023
LOC01,Cumbuco,2023-07-06,allday,17.4,20.0,270,7,2023
LOC01,Cumbuco,2023-07-07,allday,13.0,21.5,90,7,2023
LOC01,Cumbuco,2023-07-08,allday,21.4,,180,7,2023
LOC01,Cumbuco,2023-07-09,allday,19.3,22.9,45,7,2023
LOC01,Cumbuco,2023-07-10,allday,13.0,21.1,225,7,2023
LOC01,Cumbuco,2023-07-11,allday,22.0,,270,7,2023
LOC01,Cumbuco,2023-07-12,allday,19.8,25.7,45,7,2023
LOC01,Cumbuco,2023-07-13,allday,17.5,22.3,315,7,2023
LOC01,Cumbuco,2023-07-14,allday,13.0,21.5,45,7,2023
LOC01,Cumbuco,2023-07-15,allday,17.0,21.0,270,7,2023
LOC01,Cumbuco,2023-07-16,allday,22.0,27.5,45,7,2023
LOC01,Cumbuco,2023-07-17,allday,20.6,25.2,45,7,2023
LOC01,Cumbuco,2023-07-18,allday,16.3,22.2,180,7,2023
LOC01,Cumbuco,2023-07-19,allday,20.5,25.0,180,7,2023
LOC01,Cumbuco,2023-07-20,allday,21.2,,315,7,2023
LOC01,Cumbuco,2023-07-21,allday,13.0,20.6,90,7,2023
LOC01,Cumbuco,2023-07-22,allday,17.0,28.2,135,7,2023
LOC01,Cumbuco,2023-07-23,allday,20.2,24.1,45,7,2023
LOC01,Cumbuco,2023-07-24,allday,16.6,,135,7,2023
LOC01,Cumbuco,2023-07-25,allday,21.1,27.5,45,7,2023
LOC01,Cumbuco,2023-07-26,allday,21.8,24.9,225,7,2023
LOC01,Cumbuco,2023-07-27,allday,23.2,31.5,135,7,2023
LOC01,Cumbuco,2023-07-28,allday,23.2,30.0,90,7,2023
LOC01,Cumbuco,2023-07-29,allday,13.0,21.6,270,7,2023
LOC01,Cumbuco,2023-07-30,allday,17.1,21.6,0,7,2023
LOC01,Cumbuco,2023-07-31,allday,21.6,30.0,225,7,2023
LOC01,Cumbuco,2023-08-01,allday,21.5,29.5,135,8,2023
LOC01,Cumbuco,2023-08-04,allday,21.8,24.7,315,8,2023
LOC01,Cumbuco,2023-08-05,allday,23.3,27.3,225,8,2023
LOC01,Cumbuco,2023-08-06,allday,22.9,25.6,315,8,2023
LOC01,Cumbuco,2023-08-07,allday,22.0,,270,8,2023
LOC01,Cumbuco,2023-08-08,allday,19.1,22.8,90,8,2023
LOC01,Cumbuco,2023-08-09,allday,20.0,24.7,0,8,2023
LOC01,Cumbuco,2023-08-11,allday,17.7,23.5,225,8,2023
LOC01,Cumbuco,2023-08-13,allday,18.5,24.4,315,8,2023
LOC01,Cumbuco,2023-08-14,allday,20.2,26.8,225,8,2023
LOC01,Cumbuco,2023-08-15,allday,26.9,35.5,135,8,2023
LOC01,Cumbuco,2023-08-16,allday,,18.4,0,8,2023
LOC01,Cumbuco,2023-08-17,allday,22.2,25.1,270,8,2023
LOC01,Cumbuco,2023-08-18,allday,15.2,19.7,45,8,2023
LOC01,Cumbuco,2023-08-19,allday,18.6,21.1,180,8,2023
LOC01,Cumbuco,2023-08-20,allday,23.3,26.8,180,8,2023
LOC01,Cumbuco,2023-08-21,allday,20.2,26.3,0,8,2023
LOC01,Cumbuco,2023-08-22,allday,16.8,23.0,45,8,2023
LOC01,Cumbuco,2023-08-23,allday,17.9,24.3,0,8,2023
LOC01,Cumbuco,2023-08-24,allday,22.0,28.6,90,8,2023
LOC01,Cumbuco,2023-08-25,allday,17.0,20.6,225,8,2023
LOC01,Cumbuco,2023-08-26,allday,20.6,23.5,45,8,2023
LOC01,Cumbuco,2023-08-27,allday,20.0,25.8,90,8,2023
LOC01,Cumbuco,2023-08-28,allday,17.0,,45,8,2023
LOC01,Cumbuco,2023-08-29,allday,26.4,34.3,270,8,2023
LOC01,Cumbuco,2023-08-30,allday,21.9,28.3,0,8,2023
LOC01,Cumbuco,2023-08-31,allday,14.0,,225,8,2023
LOC01,Cumbuco,2023-09-01,allday,17.0,26.8,315,9,2023
LOC01,Cumbuco,2023-09-02,allday,20.0,24.5,270,9,2023
LOC01,Cumbuco,2023-09-03,allday,20.6,28.5,315,9,2023
LOC01,Cumbuco,2023-09-04,allday,,23.7,225,9,2023
LOC01,Cumbuco,2023-09-05,allday,22.6,25.2,45,9,2023
LOC01,Cumbuco,2023-09-06,allday,17.0,20.4,135,9,2023
LOC01,Cumbuco,2023-09-07,allday,19.7,27.1,0,9,2023
LOC01,Cumbuco,2023-09-08,allday,22.0,27.2,0,9,2023
LOC01,Cumbuco,2023-09-09,allday,22.6,25.6,90,9,2023
LOC01,Cumbuco,2023-09-10,allday,16.3,20.0,180,9,2023
LOC01,Cumbuco,2023-09-12,allday,18.7,23.3,90,9,2023
LOC01,Cumbuco,2023-09-13,allday,18.0,24.2,270,9,2023
LOC01,Cumbuco,2023-09-14,allday,25.3,35.3,90,9,2023
LOC01,Cumbuco,2023-09-15,allday,21.2,28.5,225,9,2023
LOC01,Cumbuco,2023-09-16,allday,16.1,,135,9,2023
LOC01,Cumbuco,2023-09-17,allday,22.8,30.2,0,9,2023
LOC01,Cumbuco,2023-09-18,allday,26.4,31.4,135,9,2023
LOC01,Cumbuco,2023-09-19,allday,23.1,27.3,270,9,2023
LOC01,Cumbuco,2023-09-20,allday,15.4,17.7,0,9,2023
LOC01,Cumbuco,2023-09-21,allday,18.5,24.7,45,9,2023
LOC01,Cumbuco,2023-09-22,allday,23.8,28.7,45,9,2023
LOC01,Cumbuco,2023-09-23,allday,17.0,23.3,45,9,2023
LOC01,Cumbuco,2023-09-24,allday,21.3,29.3,270,9,2023
LOC01,Cumbuco,2023-09-25,allday,22.3,24.8,315,9,2023
LOC01,Cumbuco,2023-09-26,allday,13.0,23.4,135,9,2023
LOC01,Cumbuco,2023-09-27,allday,19.8,,0,9,2023
LOC01,Cumbuco,2023-09-28,allday,,12.6,180,9,2023
LOC01,Cumbuco,2023-09-29,allday,16.9,,45,9,2023
LOC01,Cumbuco,2023-09-30,allday,17.0,25.5,180,9,2023
LOC01,Cumbuco,2023-10-01,allday,16.3,21.6,90,10,2023
LOC01,Cumbuco,2023-10-02,allday,24.9,27.7,45,10,2023
LOC01,Cumbuco,2023-10-03,allday,15.7,19.2,135,10,2023
LOC01,Cumbuco,2023-10-04,allday,20.8,28.9,90,10,2023
LOC01,Cumbuco,2023-10-06,allday,24.3,,135,10,2023
LOC01,Cumbuco,2023-10-08,allday,,28.8,270,10,2023
LOC01,Cumbuco,2023-10-10,allday,17.1,23.4,45,10,2023
LOC01,Cumbuco,2023-10-11,allday,21.4,27.7,315,10,2023
LOC01,Cumbuco,2023-10-12,allday,20.6,,45,10,2023
LOC01,Cumbuco,2023-10-13,allday,18.2,20.9,315,10,2023
LOC01,Cumbuco,2023-10-14,allday,20.2,,135,10,2023
LOC01,Cumbuco,2023-10-15,allday,18.8,25.7,315,10,2023
LOC01,Cumbuco,2023-10-16,allday,20.2,26.3,270,10,2023
LOC01,Cumbuco,2023-10-17,allday,22.0,26.5,270,10,2023
LOC01,Cumbuco,2023-10-18,allday,24.9,27.9,135,10,2023
LOC01,Cumbuco,2023-10-19,allday,13.0,21.5,225,10,2023
LOC01,Cumbuco,2023-10-20,allday,26.4,30.1,0,10,2023
LOC01,Cumbuco,2023-10-21,allday,14.1,19.4,180,10,2023
LOC01,Cumbuco,2023-10-22,allday,17.0,24.1,135,10,2023
LOC01,Cumbuco,2023-10-23,allday,20.0,23.0,180,10,2023
LOC01,Cumbuco,2023-10-24,allday,21.8,24.1,45,10,2023
LOC01,Cumbuco,2023-10-25,allday,20.8,25.8,90,10,2023
LOC01,Cumbuco,2023-10-26,allday,18.1,24.8,90,10,2023
LOC01,Cumbuco,2023-10-27,allday,19.4,26.4,225,10,2023
LOC01,Cumbuco,2023-10-28,allday,17.0,21.1,270,10,2023
LOC01,Cumbuco,2023-10-29,allday,,23.9,0,10,2023
LOC01,Cumbuco,2023-10-30,allday,22.0,25.5,225,10,2023
LOC01,Cumbuco,2023-10-31,allday,22.0,29.5,180,10,2023
LOC01,Cumbuco,2023-11-01,allday,17.9,21.1,315,11,2023
LOC01,Cumbuco,2023-11-02,allday,22.7,30.3,315,11,2023
LOC01,Cumbuco,2023-11-03,allday,20.9,28.0,0,11,2023
LOC01,Cumbuco,2023-11-04,allday,22.0,28.7,45,11,2023
LOC01,Cumbuco,2023-11-05,allday,17.0,,90,11,2023
LOC01,Cumbuco,2023-11-06,allday,22.0,,90,11,2023
LOC01,Cumbuco,2023-11-07,allday,17.5,21.4,270,11,2023
LOC01,Cumbuco,2023-11-08,allday,18.3,22.0,225,11,2023
LOC01,Cumbuco,2023-11-09,allday,22.2,25.6,180,11,2023
LOC01,Cumbuco,2023-11-10,allday,22.0,28.5,180,11,2023
LOC01,Cumbuco,2023-11-11,allday,19.9,22.6,315,11,2023
LOC01,Cumbuco,2023-11-13,allday,23.7,29.6,90,11,2023
LOC01,Cumbuco,2023-11-14,allday,18.3,24.0,135,11,2023
LOC01,Cumbuco,2023-11-15,allday,22.0,29.7,45,11,2023
LOC01,Cumbuco,2023-11-16,allday,19.4,24.2,225,11,2023
LOC01,Cumbuco,2023-11-17,allday,17.0,21.5,90,11,2023
LOC01,Cumbuco,2023-11-18,allday,22.0,,45,11,2023
LOC01,Cumbuco,2023-11-19,allday,22.6,27.2,225,11,2023
LOC01,Cumbuco,2023-11-20,allday,22.0,27.5,315,11,2023
LOC01,Cumbuco,2023-11-21,allday,23.9,33.3,90,11,2023
LOC01,Cumbuco,2023-11-22,allday,20.1,,90,11,2023
LOC01,Cumbuco,2023-11-23,allday,22.0,,315,11,2023
LOC01,Cumbuco,2023-11-24,allday,19.1,23.7,180,11,2023
LOC01,Cumbuco,2023-11-25,allday,21.0,23.9,270,11,2023
LOC01,Cumbuco,2023-11-26,allday,17.0,25.5,225,11,2023
LOC01,Cumbuco,2023-11-27,allday,20.2,26.2,90,11,2023
LOC01,Cumbuco,2023-11-28,allday,21.8,25.5,225,11,2023
LOC01,Cumbuco,2023-11-29,allday,17.5,23.2,225,11,2023
LOC01,Cumbuco,2023-11-30,allday,26.3,36.4,180,11,2023
LOC01,Cumbuco,2023-12-01,allday,17.0,22.6,0,12,2023
LOC01,Cumbuco,2023-12-02,allday,16.3,19.2,180,12,2023
LOC01,Cumbuco,2023-12-03,allday,22.0,26.8,0,12,2023
LOC01,Cumbuco,2023-12-04,allday,22.4,31.2,90,12,2023
LOC01,Cumbuco,2023-12-05,allday,21.9,27.3,225,12,2023
LOC01,Cumbuco,2023-12-07,allday,20.0,,270,12,2023
LOC01,Cumbuco,2023-12-08,allday,17.0,22.0,180,12,2023
LOC01,Cumbuco,2023-12-09,allday,20.2,26.1,180,12,2023
LOC01,Cumbuco,2023-12-10,allday,18.0,23.2,45,12,2023
LOC01,Cumbuco,2023-12-11,allday,20.4,25.6,225,12,2023
LOC01,Cumbuco,2023-12-12,allday,17.0,22.4,45,12,2023
LOC01,Cumbuco,2023-12-13,allday,17.5,,0,12,2023
LOC01,Cumbuco,2023-12-14,allday,19.0,21.6,0,12,2023
LOC01,Cumbuco,2023-12-15,allday,21.2,26.6,45,12,2023
LOC01,Cumbuco,2023-12-16,allday,18.3,21.5,45,12,2023
LOC01,Cumbuco,2023-12-17,allday,17.5,21.0,270,12,2023
LOC01,Cumbuco,2023-12-18,allday,20.7,27.0,315,12,2023
LOC01,Cumbuco,2023-12-19,allday,20.7,23.1,0,12,2023
LOC01,Cumbuco,2023-12-20,allday,18.5,24.4,315,12,2023
LOC01,Cumbuco,2023-12-21,allday,17.0,23.5,180,12,2023
LOC01,Cumbuco,2023-12-22,allday,17.0,26.1,45,12,2023
LOC01,Cumbuco,2023-12-23,allday,15.7,21.4,90,12,2023
LOC01,Cumbuco,2023-12-24,allday,13.0,19.9,135,12,2023
LOC01,Cumbuco,2023-12-25,allday,17.8,,45,12,2023
LOC01,Cumbuco,2023-12-26,allday,17.0,21.5,45,12,2023
LOC01,Cumbuco,2023-12-27,allday,20.9,,135,12,2023
LOC01,Cumbuco,2023-12-28,allday,22.0,30.9,225,12,2023
LOC01,Cumbuco,2023-12-29,allday,22.6,30.5,45,12,2023
LOC01,Cumbuco,2023-12-30,allday,19.5,22.6,135,12,2023
LOC01,Cumbuco,2023-12-31,allday,17.0,26.1,315,12,2023
LOC01,Cumbuco,2024-01-01,allday,17.0,21.4,90,1,2024
LOC01,Cumbuco,2024-01-04,allday,21.0,,180,1,2024
LOC01,Cumbuco,2024-01-05,allday,17.5,19.4,45,1,2024
LOC01,Cumbuco,2024-01-06,allday,21.7,29.9,270,1,2024
LOC01,Cumbuco,2024-01-07,allday,17.0,27.6,180,1,2024
LOC01,Cumbuco,2024-01-08,allday,19.6,26.3,45,1,2024
LOC01,Cumbuco,2024-01-09,allday,21.2,,270,1,2024
LOC01,Cumbuco,2024-01-10,allday,17.0,23.1,90,1,2024
LOC01,Cumbuco,2024-01-11,allday,18.8,21.1,225,1,2024
LOC01,Cumbuco,2024-01-12,allday,17.0,27.5,90,1,2024
LOC01,Cumbuco,2024-01-13,allday,17.0,22.4,135,1,2024
LOC01,Cumbuco,2024-01-14,allday,20.2,,225,1,2024
LOC01,Cumbuco,2024-01-15,allday,17.7,21.8,90,1,2024
LOC01,Cumbuco,2024-01-16,allday,,27.8,135,1,2024
LOC01,Cumbuco,2024-01-17,allday,21.5,23.8,315,1,2024
LOC01,Cumbuco,2024-01-18,allday,24.4,31.9,90,1,2024
LOC01,Cumbuco,2024-01-19,allday,22.9,26.6,180,1,2024
LOC01,Cumbuco,2024-01-20,allday,26.5,36.0,225,1,2024
LOC01,Cumbuco,2024-01-21,allday,17.7,22.0,225,1,2024
LOC01,Cumbuco,2024-01-22,allday,22.6,26.5,0,1,2024
LOC01,Cumbuco,2024-01-23,allday,20.6,26.5,225,1,2024
LOC01,Cumbuco,2024-01-24,allday,26.6,36.8,0,1,2024
LOC01,Cumbuco,2024-01-25,allday,17.6,21.6,135,1,2024
LOC01,Cumbuco,2024-01-26,allday,17.5,22.7,135,1,2024
LOC01,Cumbuco,2024-01-27,allday,18.2,25.5,270,1,2024
LOC01,Cumbuco,2024-01-28,allday,13.6,16.3,90,1,2024
LOC01,Cumbuco,2024-01-29,allday,18.5,24.4,315,1,2024
LOC01,Cumbuco,2024-01-30,allday,17.7,22.6,135,1,2024
LOC01,Cumbuco,2024-01-31,allday,17.0,23.7,225,1,2024
LOC01,Cumbuco,2024-02-01,allday,19.8,26.8,270,2,2024
LOC01,Cumbuco,2024-02-02,allday,27.0,33.4,315,2,2024
LOC01,Cumbuco,2024-02-03,allday,22.0,28.8,0,2,2024
LOC01,Cumbuco,2024-02-04,allday,22.0,26.6,315,2,2024
LOC01,Cumbuco,2024-02-05,allday,13.0,21.4,180,2,2024
LOC01,Cumbuco,2024-02-06,allday,18.0,25.0,180,2,2024
LOC01,Cumbuco,2024-02-07,allday,16.0,19.8,225,2,2024
LOC01,Cumbuco,2024-02-09,allday,23.5,31.0,270,2,2024
LOC01,Cumbuco,2024-02-10,allday,18.6,21.4,90,2,2024
